trial,date,tank,urchinGroup,pycnoTreat,algalTreat,minutes,foraging,moving,trialtank
41,8/29/2021,TF2,starved,control,control,10,0,0.8,41TF2
41,8/29/2021,TF2,starved,control,control,15,0,0.4,41TF2
41,8/29/2021,TF2,starved,control,control,20,0,0.8,41TF2
41,8/29/2021,TF2,starved,control,control,25,0,1,41TF2
41,8/29/2021,TF2,starved,control,control,30,0,1,41TF2
41,8/29/2021,TF2,starved,control,control,35,0,1,41TF2
41,8/29/2021,TF2,starved,control,control,40,0,1,41TF2
41,8/29/2021,TF2,starved,control,control,45,0,1,41TF2
41,8/29/2021,TF2,starved,control,control,50,0.6,1,41TF2
41,8/29/2021,TF2,starved,control,control,55,0.6,1,41TF2
41,8/29/2021,TF2,starved,control,control,60,0,1,41TF2
42,8/29/2021,TF1,starved,pycno,control,5,0.6,0.8,42TF1
42,8/29/2021,TF1,starved,pycno,control,10,0,0.8,42TF1
42,8/29/2021,TF1,starved,pycno,control,15,0,0.8,42TF1
42,8/29/2021,TF1,starved,pycno,control,20,0,0.8,42TF1
42,8/29/2021,TF1,starved,pycno,control,25,0,1,42TF1
42,8/29/2021,TF1,starved,pycno,control,30,0,1,42TF1
42,8/29/2021,TF1,starved,pycno,control,35,0,1,42TF1
42,8/29/2021,TF1,starved,pycno,control,40,0,1,42TF1
42,8/29/2021,TF1,starved,pycno,control,45,0,1,42TF1
42,8/29/2021,TF1,starved,pycno,control,50,0,0.8,42TF1
42,8/29/2021,TF1,starved,pycno,control,55,0,0.4,42TF1
42,8/29/2021,TF1,starved,pycno,control,60,0,0.8,42TF1
43,8/29/2021,TF2,fed,pycno,nereo,5,1,0.8,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,10,1,0.4,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,15,1,0.8,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,20,1,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,25,1,0.8,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,30,1,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,35,1,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,40,0.8,0.8,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,45,0,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,50,0,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,55,0,1,43TF2
43,8/29/2021,TF2,fed,pycno,nereo,60,0,1,43TF2
44,8/29/2021,TF1,fed,pycno,nereo,5,0,0.6,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,10,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,15,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,20,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,25,1,0.4,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,30,0.4,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,35,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,40,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,45,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,50,0,1,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,55,0,0.8,44TF1
44,8/29/2021,TF1,fed,pycno,nereo,60,0,0.8,44TF1
45,8/30/2021,TF2,fed,pycno,nereo,5,1,0.8,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,10,1,0.6,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,15,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,20,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,25,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,30,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,35,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,40,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,45,0,0.8,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,50,0,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,55,0.4,1,45TF2
45,8/30/2021,TF2,fed,pycno,nereo,60,0.4,1,45TF2
46,8/30/2021,TF1,starved,pycno,control,5,0,1,46TF1
46,8/30/2021,TF1,starved,pycno,control,10,0,0.8,46TF1
46,8/30/2021,TF1,starved,pycno,control,15,0,0.4,46TF1
46,8/30/2021,TF1,starved,pycno,control,20,0,0.2,46TF1
46,8/30/2021,TF1,starved,pycno,control,25,0,0.8,46TF1
46,8/30/2021,TF1,starved,pycno,control,30,0,1,46TF1
46,8/30/2021,TF1,starved,pycno,control,35,0,0.4,46TF1
46,8/30/2021,TF1,starved,pycno,control,40,0,0.2,46TF1
46,8/30/2021,TF1,starved,pycno,control,45,0,0.4,46TF1
46,8/30/2021,TF1,starved,pycno,control,50,0,1,46TF1
46,8/30/2021,TF1,starved,pycno,control,55,0,1,46TF1
46,8/30/2021,TF1,starved,pycno,control,60,0,1,46TF1
47,8/30/2021,TF2,starved,pycno,control,5,1,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,10,1,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,15,1,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,20,0.4,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,25,0,0.4,47TF2
47,8/30/2021,TF2,starved,pycno,control,30,0,0.6,47TF2
47,8/30/2021,TF2,starved,pycno,control,35,0,0.6,47TF2
47,8/30/2021,TF2,starved,pycno,control,40,0,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,45,0,1,47TF2
47,8/30/2021,TF2,starved,pycno,control,50,0,0.6,47TF2
47,8/30/2021,TF2,starved,pycno,control,55,0,0,47TF2
47,8/30/2021,TF2,starved,pycno,control,60,0,0.6,47TF2
48,8/30/2021,TF1,fed,control,nereo,5,0.4,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,10,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,15,0,0.8,48TF1
48,8/30/2021,TF1,fed,control,nereo,20,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,25,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,30,0.6,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,35,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,40,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,45,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,50,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,55,0,1,48TF1
48,8/30/2021,TF1,fed,control,nereo,60,0,1,48TF1
49,9/4/2021,TF2,starved,control,nereo,5,1,0.8,49TF2
49,9/4/2021,TF2,starved,control,nereo,10,0.4,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,15,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,20,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,25,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,30,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,35,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,40,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,45,0,0.6,49TF2
49,9/4/2021,TF2,starved,control,nereo,50,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,55,0,1,49TF2
49,9/4/2021,TF2,starved,control,nereo,60,0,1,49TF2
